"CONVOCATORIA","SEMESTRE DE CONVOCATORIA","BENEFICIO OTORGADO","DEPARTAMENTO DE NACIMIENTO","MUNICIPIO DE NACIMIENTO","FECHA DE NACIMIENTO","GÉNERO","SUBREGIÓN DE RESIDENCIA","MUNICIPIO DE RESIDENCIA","ESTRATO","GRUPO ETNICO","VICTIMA DEL CONFLICTO ARMADO","UNIVERSIDAD","PROGRAMA CURSADO","MUNICIPIO OFERTA","TIPO DE FORMACIÓN","GRADUADO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1999 May 03 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","INGENIERIA INDUSTRIAL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","ITAGUI","1999 Jul 13 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","MICROBIOLOGIA Y BIOANALISIS","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2000 Dec 18 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","INGENIERIA DE SISTEMAS","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","TOLIMA","IBAGUE","2000 Jul 24 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","INGENIERIA CIVIL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","2000 Aug 23 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","ODONTOLOGIA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2000 Jun 29 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","INGENIERIA DE PRODUCTIVIDAD Y CALIDAD","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","GIRALDO","2000 Jun 28 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","SI","TECNOLOGICO DE ANTIOQUIA","LICENCIATURA EN EDUCACION INFANTIL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1997 Oct 12 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-","PSICOLOGIA","BELLO","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2000 Jul 10 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-","PSICOLOGIA","BELLO","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","ITUANGO","1986 Sep 13 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS","TECNOLOGIA FINANCIERA Y CONTABLE","BELLO","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1998 Dec 08 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","PROFESIONAL EN DEPORTE","MEDELLIN","UNIVERSITARIA","NO"
"2,020","2","MATRICULA","ANTIOQUIA","MEDELLIN","1991 Jan 05 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","INSTITUCION UNIVERSITARIA DIGITAL DE ANTIOQUIA","ADMINISTRACION EN SEGURIDAD Y SALUD EN EL TRABAJO","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2000 Oct 26 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","INGENIERIA DE SISTEMAS E INFORMATICA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","SAN CARLOS","1999 Oct 20 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","SI","INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS","TECNOLOGIA FINANCIERA Y CONTABLE","BELLO","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","2000 Jul 31 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","ANTROPOLOGIA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2000 May 30 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","INGENIERIA DE CONTROL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1993 Jul 16 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","ADMINISTRACION FINANCIERA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1993 Feb 03 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-","ADMINISTRACION DE EMPRESAS","BELLO","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1996 Apr 12 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","BIOLOGIA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2000 Sep 09 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","INGENIERIA AMBIENTAL","MEDELLIN","UNIVERSITARIA","NO"
"2,021","2","MATRICULA","ANTIOQUIA","MEDELLIN","2000 Sep 09 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","AFROCOLOMBIANO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","INGENIERIA AMBIENTAL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1998 Jun 13 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","INGENIERIA DE ALIMENTOS","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1990 Nov 29 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE SAN BUENAVENTURA","NEGOCIOS INTERNACIONALES","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","2000 Apr 14 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","NEGOCIOS INTERNACIONALES","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1998 Jul 26 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","SENA","TECNOLOGIA EN GESTION DE LA PRODUCCION GRAFICA","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1997 Sep 02 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","LICENCIATURA EN EDUCACION BASICA ENFASIS EN EDUCACION FISICA, RECREACION Y DEPORTE","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1997 Dec 17 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","INGENIERIA DE SISTEMAS E INFORMATICA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2001 Sep 12 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","TRABAJO SOCIAL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1996 May 09 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","ODONTOLOGIA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1999 Aug 16 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","ENFERMERIA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","RIONEGRO","1998 Jan 25 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","SI","UNIVERSIDAD NACIONAL DE COLOMBIA","INGENIERIA BIOLOGICA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1999 Dec 16 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","LICENCIATURA EN EDUCACION FISICA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1999 Jan 02 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-","ADMINISTRACION DE EMPRESAS","BELLO","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1999 Apr 04 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","TECNOLOGIA EN INVESTIGACION JUDICIAL","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","ITAGUI","2001 Apr 04 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","INGENIERIA INDUSTRIAL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2002 Feb 11 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","INGENIERIA INDUSTRIAL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1997 Nov 25 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","INGENIERIA AMBIENTAL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2000 May 15 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","INGENIERIA DE MATERIALES","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1997 Dec 08 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","ENTRENAMIENTO DEPORTIVO","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","2000 Aug 10 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-","ADMINISTRACION DE EMPRESAS","BELLO","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1999 Mar 25 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","ADMINISTRACION FINANCIERA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1997 Aug 15 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","INGENIERIA EN HIGIENE Y SEGURIDAD OCUPACIONAL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1998 Feb 18 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-","PSICOLOGIA","BELLO","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1998 Jan 07 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","MEDICINA VETERINARIA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1999 Oct 19 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-","COMUNICACION SOCIAL - PERIODISMO","BELLO","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","FRONTINO","1994 Nov 10 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","INGENIERIA AGRONOMICA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","ITAGUI","1997 Feb 13 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","INGENIERIA ELECTRICA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1993 Aug 30 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","SENA","GESTION EMPRESARIAL","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","PUERTO NARE","2000 Apr 09 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","INGENIERIA AMBIENTAL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1993 Oct 09 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","PROFESIONAL EN TRABAJO SOCIAL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2000 Feb 09 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","INGENIERIA AGRICOLA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1996 Jun 20 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","INGENIERIA DE ALIMENTOS","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1999 Oct 13 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","PROFESIONAL EN CRIMINALISTICA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2000 Jul 29 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","INGENIERIA AGRICOLA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1988 Apr 08 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","SENA","TECNOLOGIA EN GESTION DEL TALENTO HUMANO","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1999 Jan 16 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","CONTADURIA PUBLICA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1997 Dec 15 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","SENA","TECNOLOGIA EN SONIDO DIRECTO PARA PRODUCCION DE MEDIOS AUDIOVISUALES","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","2000 Jan 03 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","SENA","TECNOLOGIA EN GESTION DE PROCESOS ADMINISTRATIVOS EN SALUD","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1997 Jan 10 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","ANTROPOLOGIA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1997 Jul 06 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","INGENIERIA CIVIL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1999 Apr 07 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","SENA","TECNOLOGIA EN GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1999 Jun 05 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","SENA","GESTION EMPRESARIAL","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1989 Apr 02 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","SENA","GESTION EMPRESARIAL","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","YOLOMBO","2000 Sep 20 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","SI","SENA","TECNOLOGIA EN GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1997 May 06 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","SI","CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-","PSICOLOGIA","BELLO","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1998 Mar 01 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE SAN BUENAVENTURA","INGENIERIA INDUSTRIAL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1984 Jun 16 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","SENA","TECNOLOGIA EN GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","ITAGUI","1999 Sep 24 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-","TRABAJO SOCIAL","BELLO","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2001 May 29 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","SENA","TECNOLOGIA EN AUTOMATIZACION INDUSTRIAL","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","2000 Sep 08 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","ADMINISTRACION COMERCIAL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1994 Jun 26 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE SAN BUENAVENTURA","LICENCIATURA EN EDUCACION INFANTIL","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1997 Sep 01 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","PROFESIONAL EN DEPORTE","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","ITAGUI","2001 May 16 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-","PSICOLOGIA","BELLO","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","ENVIGADO","1997 Feb 12 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE SAN BUENAVENTURA","ARQUITECTURA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1994 Apr 26 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","INGENIERIA FISICA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1999 Mar 28 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","CONTADURIA PUBLICA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1995 Mar 03 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-","PSICOLOGIA","BELLO","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1998 Aug 24 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE SAN BUENAVENTURA","PSICOLOGIA","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1999 Sep 09 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-","PSICOLOGIA","BELLO","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","YARUMAL","2001 Apr 29 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","UNIVERSIDAD DE SAN BUENAVENTURA","LICENCIATURA EN EDUCACION FISICA Y DEPORTE","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1997 Apr 04 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 1","NINGUNO","NO","CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-","TRABAJO SOCIAL","BELLO","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","BELLO","1994 Mar 08 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE SAN BUENAVENTURA","LICENCIATURA EN EDUCACION FISICA Y DEPORTE","MEDELLIN","UNIVERSITARIA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","2001 Feb 12 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","SENA","TECNOLOGIA EN GESTION INTEGRADA DE LA CALIDAD, MEDIO AMBIENTE, SEGURIDAD Y SALUD OCUPACIONAL","MEDELLIN","TECNOLOGICA","NO"
"2,019","2","SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1998 Feb 01 12:00:00 AM","FEMENINO","VALLE DE ABURRA","BELLO","ESTRATO 2","NINGUNO","SI","SENA","TECNOLOGIA EN GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO","MEDELLIN","TECNOLOGICA","NO"
